 #Time, Coherences
        0.0000    0.00000000
        5.0000           NaN
       10.0000           NaN
       15.0000           NaN
       20.0000           NaN
       25.0000           NaN
       30.0000           NaN
       35.0000           NaN
       40.0000           NaN
       45.0000           NaN
       50.0000           NaN
       55.0000           NaN
       60.0000           NaN
       65.0000           NaN
       70.0000           NaN
       75.0000           NaN
       80.0000           NaN
       85.0000           NaN
       90.0000           NaN
       95.0000           NaN
      100.0000           NaN
      105.0000           NaN
      110.0000           NaN
      115.0000           NaN
      120.0000           NaN
      125.0000           NaN
      130.0000           NaN
      135.0000           NaN
      140.0000           NaN
      145.0000           NaN
      150.0000           NaN
      155.0000           NaN
      160.0000           NaN
      165.0000           NaN
      170.0000           NaN
      175.0000           NaN
      180.0000           NaN
      185.0000           NaN
      190.0000           NaN
      195.0000           NaN
      200.0000           NaN
      205.0000           NaN
      210.0000           NaN
      215.0000           NaN
      220.0000           NaN
      225.0000           NaN
      230.0000           NaN
      235.0000           NaN
      240.0000           NaN
      245.0000           NaN
      250.0000           NaN
      255.0000           NaN
      260.0000           NaN
      265.0000           NaN
      270.0000           NaN
      275.0000           NaN
      280.0000           NaN
      285.0000           NaN
      290.0000           NaN
      295.0000           NaN
      300.0000           NaN
      305.0000           NaN
      310.0000           NaN
      315.0000           NaN
      320.0000           NaN
      325.0000           NaN
      330.0000           NaN
      335.0000           NaN
      340.0000           NaN
      345.0000           NaN
      350.0000           NaN
      355.0000           NaN
      360.0000           NaN
      365.0000           NaN
      370.0000           NaN
      375.0000           NaN
      380.0000           NaN
      385.0000           NaN
      390.0000           NaN
      395.0000           NaN
      400.0000           NaN
      405.0000           NaN
      410.0000           NaN
      415.0000           NaN
      420.0000           NaN
      425.0000           NaN
      430.0000           NaN
      435.0000           NaN
      440.0000           NaN
      445.0000           NaN
      450.0000           NaN
      455.0000           NaN
      460.0000           NaN
      465.0000           NaN
      470.0000           NaN
      475.0000           NaN
      480.0000           NaN
      485.0000           NaN
      490.0000           NaN
      495.0000           NaN
      500.0000           NaN
      505.0000           NaN
      510.0000           NaN
      515.0000           NaN
      520.0000           NaN
      525.0000           NaN
      530.0000           NaN
      535.0000           NaN
      540.0000           NaN
      545.0000           NaN
      550.0000           NaN
      555.0000           NaN
      560.0000           NaN
      565.0000           NaN
      570.0000           NaN
      575.0000           NaN
      580.0000           NaN
      585.0000           NaN
      590.0000           NaN
      595.0000           NaN
      600.0000           NaN
      605.0000           NaN
      610.0000           NaN
      615.0000           NaN
      620.0000           NaN
      625.0000           NaN
      630.0000           NaN
      635.0000           NaN
      640.0000           NaN
      645.0000           NaN
      650.0000           NaN
      655.0000           NaN
      660.0000           NaN
      665.0000           NaN
      670.0000           NaN
      675.0000           NaN
      680.0000           NaN
      685.0000           NaN
      690.0000           NaN
      695.0000           NaN
      700.0000           NaN
      705.0000           NaN
      710.0000           NaN
      715.0000           NaN
      720.0000           NaN
      725.0000           NaN
      730.0000           NaN
      735.0000           NaN
      740.0000           NaN
      745.0000           NaN
      750.0000           NaN
      755.0000           NaN
      760.0000           NaN
      765.0000           NaN
      770.0000           NaN
      775.0000           NaN
      780.0000           NaN
      785.0000           NaN
      790.0000           NaN
      795.0000           NaN
      800.0000           NaN
      805.0000           NaN
      810.0000           NaN
      815.0000           NaN
      820.0000           NaN
      825.0000           NaN
      830.0000           NaN
      835.0000           NaN
      840.0000           NaN
      845.0000           NaN
      850.0000           NaN
      855.0000           NaN
      860.0000           NaN
      865.0000           NaN
      870.0000           NaN
      875.0000           NaN
      880.0000           NaN
      885.0000           NaN
      890.0000           NaN
      895.0000           NaN
      900.0000           NaN
      905.0000           NaN
      910.0000           NaN
      915.0000           NaN
      920.0000           NaN
      925.0000           NaN
      930.0000           NaN
      935.0000           NaN
      940.0000           NaN
      945.0000           NaN
      950.0000           NaN
      955.0000           NaN
      960.0000           NaN
      965.0000           NaN
      970.0000           NaN
      975.0000           NaN
      980.0000           NaN
      985.0000           NaN
      990.0000           NaN
      995.0000           NaN
     1000.0000           NaN
